simulation,segmented_fraction,mean_region_area,median_region_area,separability,connected_components,threshold_instability
27069.0,0.115386,0.046776,0.0634874,0.603359,0.0954561,0.0755354
27070.0,0.144399,0.133823,0.00700148,0.0466569,0.161549,0.506571
27071.0,0.278962,0.253063,0.0332527,0.0683036,0.248047,0.118372
27072.0,0.27744,0.134537,0.094469,0.245902,0.0259305,0.221721
27073.0,0.0864298,0.0928475,0.0651032,0.357946,0.0103301,0.387343
27074.0,0.0494405,0.451941,0.20439,0.13339,0.015533,0.145306
27075.0,0.454368,0.050413,0.0920536,0.242197,0.0649187,0.0960491
27076.0,0.0256546,0.105278,0.127776,0.31786,0.159044,0.264387
27077.0,0.298175,0.0694878,0.401544,0.0639405,0.12514,0.0417124
27078.0,0.261606,0.020949,0.127018,0.17257,0.0230583,0.394799
27079.0,0.121401,0.298027,0.0797608,0.174387,0.167924,0.1585
27080.0,0.188707,0.316734,0.026999,0.346428,0.059155,0.0619767
27081.0,0.139751,0.134153,0.272479,0.288416,0.0262478,0.138954
27082.0,0.00479482,0.613538,0.0394176,0.261298,0.016926,0.0640255
27083.0,0.381208,0.199004,0.069754,0.168283,0.0239872,0.157764
27084.0,0.276514,0.00338168,0.11245,0.299826,0.259693,0.0481352
27085.0,0.00552781,0.236914,0.0735119,0.42312,0.0304053,0.230521
27086.0,0.0557233,0.375137,0.00100455,0.34077,0.0368789,0.190486
27087.0,0.300671,0.299142,0.0343512,0.131789,0.125075,0.108971
27088.0,0.546486,0.00172382,0.0381133,0.035655,0.0915469,0.286475
27089.0,0.0581276,0.0505131,0.036381,0.359298,0.413031,0.0826495
27090.0,0.206147,0.031266,0.366998,0.0638939,0.252506,0.0791894
27091.0,0.193565,0.0434182,0.585579,0.0942164,0.0116694,0.0715517
27092.0,0.00260634,0.465413,0.0387339,0.130634,0.0165246,0.346088
27093.0,0.141113,0.582197,0.0195985,0.112556,0.0703962,0.0741399
27094.0,0.37911,0.129164,0.0594325,0.183303,0.246891,0.00209908
27095.0,0.0747942,0.149516,0.244458,0.257811,0.221377,0.0520427
27096.0,0.213497,0.138197,0.25026,0.117423,0.248425,0.0321985
27097.0,0.280988,0.0781611,0.01394,0.131304,0.164755,0.330851
27098.0,0.0639462,0.242482,0.0491817,0.354968,0.0228705,0.266551
27099.0,0.722901,0.0585755,0.16542,0.00947803,0.0364966,0.00712917
27100.0,0.371838,0.261537,0.0558958,0.00431441,0.183241,0.123174
27101.0,0.32032,0.0746717,0.0589104,0.0260275,0.0350985,0.484972
27102.0,0.339179,0.0422128,0.0815869,0.114215,0.366708,0.0560985
27103.0,0.405375,0.112923,0.17495,0.0961269,0.18663,0.0239955
27104.0,0.187649,0.0295074,0.340367,0.141218,0.0947906,0.206469
27105.0,0.493666,0.0687345,0.14348,0.0629035,0.0688121,0.162404
27106.0,0.177884,0.169975,0.227317,0.0919801,0.0561321,0.276712
27107.0,0.141639,0.362277,0.058809,0.134483,0.168505,0.134288
27108.0,0.0111921,0.358957,0.211681,0.322394,0.0937815,0.00199499
27109.0,0.18111,0.025149,0.136285,0.262033,0.0839685,0.311455
27110.0,0.506968,0.111978,0.0381776,0.00687354,0.258422,0.0775806
27111.0,0.07226,0.107989,0.458885,0.213361,0.130935,0.0165699
27112.0,0.0398986,0.190359,0.191733,0.244886,0.0664056,0.266718
27113.0,0.0203561,0.282677,0.0945832,0.0841509,0.00244989,0.515783
27114.0,0.1144,0.298688,0.109941,0.170733,0.121125,0.185112
27115.0,0.11011,0.316029,0.0702642,0.269902,0.0877363,0.145958
27116.0,0.119578,0.0279306,0.473959,0.0353025,0.118986,0.224245
27117.0,0.653632,0.111478,0.00304494,0.0444497,0.181936,0.00545933
27118.0,0.0454747,0.0561021,0.0578426,0.283836,0.22981,0.326935
27119.0,0.107807,0.279027,0.143845,0.241101,0.0917433,0.136477
27120.0,0.0526403,0.370205,0.170074,0.135128,0.227209,0.0447432
27121.0,0.0940593,0.0172378,0.217575,0.4089,0.140831,0.121398
27122.0,0.00640347,0.542555,0.0578761,0.103588,0.0265703,0.263006
27123.0,0.0931582,0.0788165,0.0518065,0.736783,0.0220463,0.01739
27124.0,0.026541,0.159363,0.451352,0.0470103,0.0598649,0.255869
27125.0,0.0598481,0.204065,0.300512,0.0210656,0.192402,0.222106
27126.0,0.120899,0.0126909,0.371997,0.346509,0.0135465,0.134359
27127.0,0.030689,0.233356,0.17104,0.053691,0.0791273,0.432097
27128.0,0.0969531,0.322166,0.0151653,0.365759,0.0384568,0.1615
27129.0,0.636119,0.0812958,0.0424337,0.112407,0.0285092,0.099236
27130.0,0.027321,0.0763567,0.369991,0.266649,0.107105,0.152576
27131.0,0.00255861,0.0927921,0.0537218,0.144408,0.346878,0.359641
27132.0,0.101531,0.16206,0.182547,0.0753654,0.0850682,0.393428
27133.0,0.102308,0.269716,0.158819,0.0266604,0.309816,0.13268
27134.0,0.0666185,0.495531,0.0455113,0.0594057,0.185117,0.147816
27135.0,0.0997591,0.251804,0.21203,0.221519,0.0165723,0.198315
27136.0,0.00926679,0.0574733,0.037716,0.017787,0.706553,0.171204
27137.0,0.336267,0.207379,0.273747,0.0402337,0.131073,0.0113009
27138.0,0.0914915,0.0237292,0.151591,0.0586916,0.550183,0.124314
27139.0,0.439375,0.204606,0.204385,0.0515939,0.0443575,0.0556828
27140.0,0.234346,0.158339,0.432828,0.136542,0.034442,0.00350332
27141.0,0.284513,0.135788,0.135709,0.337619,0.0236335,0.0827363
27142.0,0.089359,0.560098,0.0230387,0.116563,0.100728,0.110213
27143.0,0.201823,0.0744163,0.217632,0.197081,0.189254,0.119794
27144.0,0.265194,0.262151,0.0830704,0.264213,0.0843547,0.0410162
27145.0,0.112659,0.318613,0.102433,0.340283,0.0794767,0.0465357
27146.0,0.143777,0.233831,0.0500695,0.0129921,0.327353,0.231978
27147.0,0.167862,0.0182806,0.0665237,0.00361993,0.101515,0.642199
27148.0,0.216445,0.247,0.0177782,0.092497,0.286617,0.139663
27149.0,0.118485,0.184895,0.123437,0.0339409,0.179093,0.360149
27150.0,0.184068,0.220696,0.0352861,0.271274,0.0585937,0.230082
27151.0,0.328563,0.0482931,0.157037,0.0400664,0.0845086,0.341531
27152.0,0.138915,0.235927,0.0358722,0.099463,0.195365,0.294457
27153.0,0.0313758,0.259751,0.278585,0.345096,0.0582191,0.0269741
27154.0,0.0245286,0.0831612,0.455954,0.127758,0.17704,0.131558
27155.0,0.108531,0.0831417,0.146242,0.573068,0.00423785,0.0847798
27156.0,0.209803,0.150381,0.213011,0.0200971,0.0552054,0.351502
27157.0,0.135282,0.234361,0.0634508,0.18042,0.075437,0.311049
27158.0,0.331656,0.105237,0.0885751,0.0712683,0.399381,0.00388275
27159.0,0.279767,0.0812959,0.329541,0.0781086,0.00569326,0.225595
27160.0,0.182079,0.44298,0.196336,0.0120369,0.019171,0.147397
27161.0,0.057185,0.512096,0.106466,0.138498,0.164554,0.021202
27162.0,0.0332915,0.185716,0.1554,0.22388,0.330743,0.0709704
27163.0,0.269538,0.361071,0.150058,0.10411,0.038636,0.076587
27164.0,0.146637,0.218723,0.514117,0.00163657,0.0342878,0.084599
27165.0,0.01956,0.0320165,0.0721482,0.0827098,0.614047,0.179518
27166.0,0.221463,0.0841815,0.254101,0.130742,0.000960961,0.308551
27167.0,0.0283985,0.239749,0.00416485,0.129531,0.444677,0.15348
27168.0,0.48607,0.0739207,0.184562,0.0939901,0.088942,0.0725145
27169.0,0.0621259,0.0565853,0.00431287,0.343331,0.506133,0.0275122
27170.0,0.19802,0.0899391,0.427041,0.00647288,0.0402837,0.238243
27171.0,0.213322,0.10321,0.0166734,0.0150527,0.0283484,0.623394
27172.0,0.321427,0.0556269,0.00739149,0.018988,0.318283,0.278283
27173.0,0.544355,0.0797682,0.120016,0.0498927,0.194964,0.0110039
27174.0,0.14373,0.182219,0.349433,0.0226603,0.241152,0.060806
27175.0,0.169272,0.0438129,0.473974,0.130963,0.124323,0.0576553
27176.0,0.0113124,0.0913514,0.179182,0.356926,0.00146936,0.359758
27177.0,0.284847,0.000412636,0.097602,0.0400705,0.392645,0.184422
27178.0,0.1686,0.219502,0.40918,0.0450907,0.0739372,0.0836901
27179.0,0.0357874,0.232574,0.110992,0.141898,0.137538,0.34121
27180.0,0.232901,0.0574654,0.217889,0.0690029,0.399192,0.023549
27181.0,0.0264987,0.0136665,0.162893,0.240458,0.322752,0.233732
27182.0,0.0698535,0.0103435,0.479136,0.0465829,0.00505961,0.389025
27183.0,0.0365588,0.00814123,0.338505,0.140267,0.140715,0.335812
27184.0,0.523176,0.044439,0.15348,0.166185,0.0595289,0.0531908
27185.0,0.195419,0.0509112,0.144675,0.0596027,0.169567,0.379824
27186.0,0.00502128,0.161933,0.166103,0.575144,0.0876526,0.00414536
27187.0,0.194374,0.304849,0.275808,0.165746,0.0185602,0.040662
27188.0,0.0881866,0.116317,0.140367,0.398149,0.0743147,0.182665
27189.0,0.0300298,0.232526,0.0560452,0.321399,0.179163,0.180836
27190.0,0.185818,0.0920264,0.180743,0.222035,0.0943184,0.225059
27191.0,0.0283177,0.0785856,0.219965,0.554455,0.0174383,0.101238
27192.0,0.00101088,0.00711663,0.663716,0.0773131,0.0442454,0.206598
27193.0,0.0439207,0.0258058,0.42201,0.118213,0.142966,0.247084
27194.0,0.0334349,0.0832778,0.356341,0.00821682,0.103323,0.415406
27195.0,0.228703,0.117742,0.142661,0.250836,0.197404,0.0626539
27196.0,0.287217,0.350843,0.0185903,0.0973123,0.0642914,0.181746
27197.0,0.161845,0.10421,0.131134,0.0352753,0.175415,0.392121
27198.0,0.029856,0.498273,0.127299,0.10079,0.0545328,0.189249
27199.0,0.0438234,0.0726708,0.158915,0.0398766,0.410494,0.27422
27200.0,0.10479,0.202604,0.0700259,0.0794331,0.382864,0.160283
27201.0,0.562482,0.17258,0.0907264,0.00421412,0.0939624,0.0760344
27202.0,0.464197,0.0232577,0.172286,0.217178,0.0556439,0.0674377
27203.0,0.324297,0.202602,0.335906,0.0902312,0.00306416,0.0438994
27204.0,0.0180074,0.328006,0.166987,0.0669268,0.316012,0.10406
27205.0,0.0633808,0.0984051,0.144459,0.596027,0.0330773,0.0646505
27206.0,0.0264599,0.335809,0.358982,0.0521511,0.031853,0.194744
27207.0,0.121293,0.289875,0.20413,0.252511,0.109835,0.0223566
27208.0,0.00199898,0.0589282,0.224385,0.205635,0.435193,0.0738593
27209.0,0.0264055,0.26435,0.227893,0.342665,0.11485,0.0238362
27210.0,0.0234974,0.0723128,0.322157,0.29761,0.25723,0.0271925
27211.0,0.199341,0.131045,0.0986724,0.258427,0.17393,0.138584
27212.0,0.341182,0.0348076,0.164242,0.150718,0.0248106,0.28424
27213.0,0.246608,0.07219,0.282314,0.140872,0.0277729,0.230244
27214.0,0.136567,0.278492,0.214447,0.0693092,0.212993,0.0881923
27215.0,0.246097,0.0159719,0.071895,0.0199744,0.264164,0.381898
27216.0,0.220333,0.0746349,0.0589129,0.319738,0.0985722,0.227808
27217.0,0.480689,0.00952347,0.0140421,0.227332,0.209403,0.05901
27218.0,0.0373013,0.0179785,0.0591116,0.785643,0.0638127,0.0361533
27219.0,0.00307912,0.153626,0.113238,0.151748,0.0394974,0.538811
27220.0,0.00676569,0.0209554,0.245743,0.0916246,0.281317,0.353595
27221.0,0.222069,0.427713,0.0489696,0.0609221,0.194522,0.0458043
27222.0,0.0562035,0.0351489,0.167743,0.373104,0.237881,0.129919
27223.0,0.19305,0.312904,0.0435341,0.0693695,0.287758,0.0933849
27224.0,0.143844,0.0870851,0.580342,0.0843088,0.00287488,0.101546
27225.0,0.364558,0.297652,0.170866,0.0432662,0.00622265,0.117435
27226.0,0.237709,0.204106,0.0391461,0.406973,0.0611711,0.0508956
27227.0,0.0804562,0.00893015,0.0798548,0.203594,0.321109,0.306056
27228.0,0.268122,0.341199,0.0969758,0.00613427,0.228765,0.0588045
27229.0,0.0844127,0.0137764,0.00511299,0.232142,0.132543,0.532013
27230.0,0.474349,0.155947,0.0695828,0.0612155,0.0866429,0.152262
27231.0,0.05632,0.253283,0.00616357,0.0937926,0.487395,0.103046
27232.0,0.104889,0.295972,0.20998,0.111539,0.216172,0.0614479
27233.0,0.221599,0.204102,0.0180214,0.228301,0.303157,0.0248194
27234.0,0.130491,0.0363398,0.497127,0.118306,0.214401,0.00333608
27235.0,0.114158,0.093129,0.132739,0.314773,0.0984075,0.246793
27236.0,0.138253,0.120849,0.41402,0.0815774,0.0199292,0.225372
27237.0,0.0138682,0.177302,0.137835,0.436636,0.141709,0.0926493
27238.0,0.179364,0.0168085,0.316803,0.345033,0.120458,0.0215347
27239.0,0.254584,0.0102815,0.0908891,0.123438,0.434417,0.0863908
27240.0,0.397918,0.0289348,0.0545313,0.204347,0.232128,0.0821408
27241.0,0.176355,0.509316,0.00329086,0.0378554,0.0329984,0.240185
27242.0,0.0936701,0.127813,0.220355,0.12987,0.129304,0.298987
27243.0,0.0949968,0.069764,0.294587,0.205126,0.318051,0.0174759
27244.0,0.0206206,0.750906,0.0756287,0.0135834,0.0265906,0.112671
27245.0,0.20678,0.0932368,0.110191,0.0606041,0.22708,0.302108
27246.0,0.17606,0.236317,0.109585,0.420082,0.0248267,0.0331301
27247.0,0.179918,0.0235175,0.078639,0.527321,0.0463949,0.144209
27248.0,0.244073,0.044346,0.0813602,0.23872,0.127031,0.26447
27249.0,0.0243365,0.124601,0.194016,0.00464475,0.103301,0.5491
27250.0,0.111368,0.398903,0.0849511,0.0257294,0.366069,0.0129791
27251.0,0.229646,0.30206,0.084915,0.272708,0.109186,0.00148468
27252.0,0.0193412,0.132654,0.191949,0.097014,0.3866,0.172442
27253.0,0.0148408,0.128443,0.0656056,0.663502,0.032223,0.0953848
27254.0,0.0896252,0.0874453,0.583935,0.0308121,0.0651656,0.143016
27255.0,0.430132,0.00732443,0.450194,0.0153492,0.0526885,0.0443116
27256.0,0.191622,0.291549,0.209474,0.198381,0.00770348,0.101271
27257.0,0.106277,0.00332414,0.268315,0.251946,0.237165,0.132974
27258.0,0.00576409,0.249245,0.237083,0.225924,0.0064044,0.27558
27259.0,0.191718,0.0860777,0.145747,0.537208,0.026963,0.0122866
27260.0,0.0542114,0.0245629,0.320846,0.325638,0.123771,0.150971
27261.0,0.188829,0.00635243,0.316622,0.217372,0.26712,0.00370477
27262.0,0.0150214,0.214027,0.263498,0.104935,0.352672,0.0498458
27263.0,0.0762473,0.546974,0.0211675,0.00366182,0.141331,0.210618
27264.0,0.504588,0.0879546,0.103712,0.00459396,0.0519435,0.247208
27265.0,0.249842,0.221275,0.0543316,0.119155,0.286382,0.0690142
27266.0,0.217717,0.107301,0.0202757,0.0933461,0.186365,0.374995
27267.0,0.0222824,0.0462996,0.0895948,0.440381,0.26234,0.139102
27268.0,0.150417,0.316634,0.165274,0.1334,0.16623,0.0680443
27269.0,0.164706,0.0286934,0.339818,0.13984,0.228638,0.0983029
27270.0,0.146289,0.12402,0.391499,0.2363,0.0831281,0.0187628
27271.0,0.112455,0.346703,0.175508,0.199079,0.057008,0.109246
27272.0,0.0732952,0.207089,0.224769,0.24833,0.114567,0.131949
27273.0,0.0906811,0.255278,0.1621,0.277702,0.201079,0.0131594
27274.0,0.145883,0.0785571,0.125532,0.465802,0.0864549,0.0977716
27275.0,0.528749,0.00663757,0.0284765,0.334771,0.00749564,0.0938707
27276.0,0.302043,0.00975562,0.370433,0.213294,0.0198918,0.0845826
27277.0,0.0749399,0.126815,0.0277194,0.0267212,0.439572,0.304232
27278.0,0.0109709,0.521654,0.0639836,0.120255,0.161662,0.121474
27279.0,0.204811,0.0573397,0.206423,0.0144066,0.150403,0.366618
27280.0,0.0217484,0.216971,0.198219,0.181246,0.215746,0.166069
27281.0,0.543752,0.0104181,0.210886,0.114787,0.0285081,0.0916487
27282.0,0.137316,0.103604,0.0425924,0.0342098,0.018664,0.663614
27283.0,0.135177,0.173423,0.359553,0.0157721,0.211556,0.10452
27284.0,0.0177604,0.295227,0.304962,0.12156,0.0590864,0.201404
27285.0,0.209433,0.111271,0.0380301,0.168126,0.367751,0.105388
27286.0,0.0798383,0.0162827,0.584216,0.224061,0.00965655,0.0859451
27287.0,0.0313905,0.710233,0.0353498,0.0454485,0.0360747,0.141503
27288.0,0.00090837,0.0662413,0.392175,0.0687832,0.018284,0.453609
27289.0,0.033638,0.0210323,0.0742946,0.271756,0.179115,0.420164
27290.0,0.276617,0.0985954,0.0595718,0.387802,0.127963,0.0494506
27291.0,0.380158,0.0322853,0.157158,0.392423,0.0243382,0.0136366
27292.0,0.183824,0.404589,0.0504265,0.0174714,0.284005,0.0596841
27293.0,0.160979,0.0109365,0.46462,0.0366141,0.212055,0.114796
27294.0,0.0926577,0.353645,0.371637,0.0424451,0.0888534,0.0507626
27295.0,0.0219772,0.174598,0.0369372,0.106292,0.249914,0.410282
27296.0,0.185041,0.0706372,0.0597705,0.00865187,0.467689,0.20821
27297.0,0.049036,0.015488,0.531803,0.362017,0.0171695,0.0244865
27298.0,0.0830918,0.0218381,0.256194,0.056703,0.300254,0.281919
27299.0,0.0277897,0.626438,0.0162085,0.305839,0.0186641,0.00506018
27300.0,0.349045,0.0459625,0.0893477,0.0936726,0.232119,0.189854
27301.0,0.388812,0.0308039,0.256812,0.0131,0.129184,0.181288
27302.0,0.266681,0.00893871,0.385516,0.076216,0.0361647,0.226484
27303.0,0.402076,0.0179688,0.00599622,0.209838,0.257831,0.106291
27304.0,0.141352,0.104976,0.246669,0.00861586,0.190017,0.30837
27305.0,0.142162,0.216495,0.14383,0.0898557,0.094704,0.312953
27306.0,0.116084,0.224782,0.430724,0.142064,0.0235061,0.0628405
27307.0,0.0397397,0.237797,0.024121,0.202799,0.294982,0.200561
27308.0,0.0634324,0.264822,0.127965,0.111437,0.020132,0.412212
27309.0,0.0895095,0.214161,0.173799,0.04035,0.156472,0.325709
27310.0,0.303107,0.0793285,0.135993,0.0243082,0.215949,0.241315
27311.0,0.103696,0.133478,0.287158,0.320474,0.0204543,0.134739
27312.0,0.115184,0.0990689,0.125119,0.497052,0.110185,0.0533904
27313.0,0.279183,0.0282904,0.0110944,0.521833,0.102438,0.0571608
27314.0,0.004412,0.189227,0.0642323,0.0246455,0.70746,0.0100236
27315.0,0.169728,0.0104327,0.322073,0.202019,0.049793,0.245954
27316.0,0.00738354,0.0173472,0.359938,0.138972,0.182442,0.293917
27317.0,0.455455,0.0847532,0.230317,0.16161,0.0142513,0.0536135
27318.0,0.265434,0.0301462,0.185616,0.0362831,0.112828,0.369692
27319.0,0.0296881,0.24084,0.0360074,0.401933,0.0868248,0.204706
27320.0,0.482596,0.293937,0.0121293,0.0309289,0.0250436,0.155365
27321.0,0.215049,0.292968,0.131795,0.22229,0.04203,0.0958672
27322.0,0.00870936,0.0512178,0.0784083,0.505191,0.0147983,0.341676
27323.0,0.113637,0.0549498,0.753557,0.0139445,0.0254609,0.0384501
27324.0,0.233392,0.16372,0.0153791,0.379859,0.0520599,0.155589
27325.0,0.0298363,0.156078,0.00193085,0.401092,0.0102289,0.400834
27326.0,0.0585216,0.026746,0.171504,0.229015,0.19561,0.318604
27327.0,0.00749542,0.029295,0.0261907,0.473549,0.245843,0.217626
27328.0,0.063053,0.417205,0.0337166,0.10927,0.32813,0.0486251
27329.0,0.194512,0.0140925,0.215922,0.243174,0.168589,0.16371
27330.0,0.0622632,0.00292702,0.0994736,0.430686,0.29356,0.111089
27331.0,0.0788502,0.32771,0.180298,0.144198,0.0292214,0.239722
27332.0,0.311436,0.402885,0.023949,0.174759,0.0066889,0.0802812
27333.0,0.273846,0.0869386,0.275336,0.123695,0.0515801,0.188604
27334.0,0.00876218,0.0804912,0.468154,0.00466336,0.109582,0.328348
27335.0,0.0496555,0.00186794,0.178285,0.0213672,0.443066,0.305758
27336.0,0.437449,0.114929,0.0455657,0.276786,0.0118914,0.113379
27337.0,0.1745,0.0504502,0.0735623,0.0988427,0.389728,0.212917
27338.0,0.0975007,0.0402035,0.0663821,0.533165,0.20556,0.057189
27339.0,0.374337,0.047243,0.138779,0.208175,0.144614,0.0868521
27340.0,0.170142,0.207111,0.130378,0.367516,0.113795,0.0110586
27341.0,0.32707,0.0230949,0.154492,0.189899,0.176612,0.128833
27342.0,0.10673,0.0259841,0.0934537,0.148411,0.446492,0.178928
27343.0,0.00433178,0.104456,0.421251,0.0602323,0.242932,0.166797
27344.0,0.0760381,0.0303065,0.2733,0.0267924,0.172043,0.42152
27345.0,0.306174,0.181778,0.116727,0.271813,0.0481301,0.0753789
27346.0,0.0433346,0.478548,0.0805588,0.0385818,0.20743,0.151547
27347.0,0.387369,0.089619,0.243764,0.00465011,0.16577,0.108828
27348.0,0.335402,0.0688659,0.232935,0.153244,0.202483,0.00707052
27349.0,0.0923884,0.0503499,0.0248081,0.405712,0.348225,0.0785164
27350.0,0.348926,0.0502957,0.0028874,0.18263,0.18791,0.22735
27351.0,0.191629,0.11163,0.465845,0.0367565,0.0357539,0.158387
27352.0,0.0612661,0.202265,0.0167437,0.50117,0.0334177,0.185138
27353.0,0.158735,0.0667936,0.220039,0.118067,0.3126,0.123765
27354.0,0.123469,0.0831882,0.377053,0.168667,0.133229,0.114393
27355.0,0.0343245,0.00714817,0.400937,0.21708,0.18305,0.15746
27356.0,0.355264,0.117078,0.00239003,0.102757,0.274586,0.147926
27357.0,0.336942,0.0204771,0.0138029,0.406804,0.119642,0.102331
27358.0,0.073637,0.185668,0.564264,0.0136556,0.0683096,0.0944657
27359.0,0.0254928,0.0514063,0.542031,0.0675867,0.0855793,0.227903
27360.0,0.237151,0.0840655,0.12349,0.409095,0.0808416,0.0653574
27361.0,0.0813636,0.128295,0.306464,0.103176,0.365723,0.0149773
27362.0,0.111914,0.200721,0.210011,0.0741878,0.0444006,0.358765
27363.0,0.167689,0.0102402,0.0750994,0.514472,0.187331,0.0451691
27364.0,0.108606,0.248027,0.0187599,0.0956946,0.227731,0.301181
27365.0,0.145072,0.143593,0.223119,0.194628,0.0959504,0.197638
27366.0,0.0776359,0.394755,0.072149,0.342555,0.109492,0.00341296
27367.0,0.0184084,0.0817403,0.129831,0.263279,0.313434,0.193307
27368.0,0.146166,0.0937751,0.215543,0.142317,0.0559371,0.346262
27369.0,0.0655347,0.0630465,0.136515,0.0875273,0.020482,0.626895
27370.0,0.0779652,0.0852353,0.461842,0.10064,0.186484,0.0878344
27371.0,0.0767891,0.098453,0.0461371,0.378647,0.121514,0.278459
27372.0,0.139689,0.159848,0.403098,0.129023,0.160743,0.00759934
27373.0,0.355546,0.208505,0.0448647,0.0400389,0.101967,0.249079
27374.0,0.23865,0.0898147,0.196577,0.336453,0.00579249,0.132712
27375.0,0.0702978,0.114174,0.0980935,0.191839,0.118055,0.40754
27376.0,0.203649,0.38879,0.0970531,0.281451,0.0109579,0.0180989
27377.0,0.190979,0.00325384,0.0116652,0.0968112,0.122529,0.574762
27378.0,0.193159,0.261502,0.41168,0.0977128,0.00401362,0.031933
27379.0,0.011431,0.0712339,0.325554,0.068637,0.450508,0.0726361
27380.0,0.225793,0.367418,0.00540632,0.0403043,0.0961133,0.264966
27381.0,0.0581155,0.0440641,0.0190875,0.080969,0.20218,0.595584
27382.0,0.221954,0.39166,0.016053,0.333412,0.011704,0.0252166
27383.0,0.361825,0.211482,0.0780777,0.078693,0.176333,0.0935887
27384.0,0.151118,0.0610663,0.616204,0.0550985,0.00832959,0.108184
27385.0,0.147473,0.157421,0.246197,0.138995,0.0392788,0.270635
27386.0,0.133002,0.0146259,0.142669,0.0411909,0.191387,0.477126
27387.0,0.217382,0.226558,0.277701,0.113408,0.116133,0.048817
27388.0,0.0974022,0.221787,0.0116245,0.321873,0.0838812,0.263433
27389.0,0.641942,0.0104832,0.118565,0.00632871,0.168052,0.0546295
27390.0,0.0362687,0.389851,0.176959,0.0936284,0.0288844,0.274409
27391.0,0.226558,0.0815052,0.0668103,0.0316246,0.0511724,0.542329
27392.0,0.102054,0.21455,0.179315,0.303718,0.123919,0.0764437
27393.0,0.236112,0.0180264,0.0237036,0.149849,0.185708,0.386602
27394.0,0.0633573,0.230173,0.155118,0.0458661,0.242471,0.263014
27395.0,0.285556,0.012153,0.026754,0.121091,0.275891,0.278555
27396.0,0.0115914,0.0744037,0.105153,0.00745356,0.762835,0.038563
27397.0,0.468667,0.0556537,0.0549998,0.234929,0.160351,0.0253987
27398.0,0.199053,0.238538,0.190567,0.0194002,0.054286,0.298156
27399.0,0.205155,0.101323,0.100843,0.0395337,0.531539,0.0216053
27400.0,0.140566,0.454617,0.0240337,0.16875,0.0545808,0.157452
27401.0,0.110461,0.0285864,0.0705705,0.00613644,0.27953,0.504715
27402.0,0.0693067,0.0124818,0.26244,0.415563,0.0576505,0.182558
27403.0,0.377133,0.0796967,0.288198,0.00153522,0.18746,0.0659761
27404.0,0.29393,0.115767,0.0665016,0.356726,0.149012,0.0180632
27405.0,0.309443,0.0322274,0.239037,0.293662,0.0128578,0.112771
27406.0,0.363349,0.0929544,0.143392,0.174034,0.202315,0.0239559
27407.0,0.346287,0.275077,0.13211,0.12889,0.114371,0.00326518
27408.0,0.398422,0.0311251,0.385668,0.102091,0.0443468,0.0383462
27409.0,0.100158,0.375933,0.0390936,0.0408947,0.364079,0.0798425
27410.0,0.268117,0.0190078,0.050428,0.182778,0.293303,0.186366
27411.0,0.0321811,0.284717,0.129953,0.0405522,0.399507,0.113089
27412.0,0.0532351,0.533654,0.0226739,0.0995564,0.0101646,0.280716
27413.0,0.0783787,0.114647,0.247357,0.0411006,0.1935,0.325017
27414.0,0.507883,0.124743,0.113035,0.0662254,0.146382,0.0417321
27415.0,0.515525,0.168705,0.00384274,0.027112,0.0279258,0.25689
27416.0,0.343929,0.177973,0.268849,0.0877297,0.0101982,0.111321
27417.0,0.0869228,0.179454,0.319076,0.233875,0.0567691,0.123903
27418.0,0.155393,0.114426,0.300378,0.0276923,0.344097,0.0580133
27419.0,0.0131994,0.0880199,0.127052,0.119216,0.624708,0.027804
27420.0,0.498006,0.0145547,0.255847,0.0151695,0.0687534,0.14767
27421.0,0.167511,0.0529366,0.247214,0.0113055,0.203448,0.317585
27422.0,0.0301966,0.110476,0.0356172,0.487351,0.184918,0.151442
27423.0,0.207865,0.183405,0.095958,0.221689,0.276084,0.0149991
27424.0,0.257919,0.115218,0.481118,0.0539523,0.0799859,0.0118066
27425.0,0.162298,0.0721879,0.228435,0.141895,0.260727,0.134456
27426.0,0.108165,0.247116,0.176516,0.437911,0.0131657,0.0171266
27427.0,0.0897294,0.211078,0.213402,0.0490807,0.332598,0.104111
27428.0,0.326247,0.116875,0.166357,0.0118751,0.168534,0.210112
27429.0,0.0467578,0.0773454,0.425222,0.0307945,0.168933,0.250947
27430.0,0.449845,0.193151,0.122036,0.179328,0.00179548,0.0538443
27431.0,0.0692073,0.0276943,0.0876665,0.0733669,0.656036,0.0860287
27432.0,0.0205336,0.257829,0.119818,0.0674195,0.111513,0.422887
27433.0,0.513618,0.117376,0.0536022,0.0205846,0.0135758,0.281243
27434.0,0.00467992,0.0881701,0.219114,0.103727,0.238524,0.345784
27435.0,0.240129,0.267631,0.250599,0.107031,0.109913,0.0246977
27436.0,0.0556463,0.268581,0.482212,0.0215842,0.106385,0.0655918
27437.0,0.352449,0.0300422,0.203009,0.121366,0.0123633,0.28077
27438.0,0.00278649,0.104447,0.159344,0.201682,0.192624,0.339117
27439.0,0.0393133,0.199089,0.280595,0.0984992,0.132893,0.249611
27440.0,0.15996,0.50172,0.0140687,0.180999,0.0103064,0.132946
27441.0,0.162871,0.177364,0.500151,0.107633,0.00990094,0.0420795
27442.0,0.176036,0.0520679,0.115119,0.172908,0.0116515,0.472218
27443.0,0.0151666,0.379381,0.364173,0.0198323,0.00760851,0.213839
