simulation,Entropy,Sharpness,Gradient,RMS_Contrast,SNR
15320.0,0.515841,0.198726,0.00741162,0.240425,0.0375963
15321.0,0.228083,0.175452,0.048842,0.120846,0.426777
15322.0,0.171732,0.331782,0.0513558,0.196125,0.249005
15323.0,0.105837,0.140415,0.174496,0.196478,0.382773
15324.0,0.0737177,0.644864,0.14785,0.088072,0.045496
15325.0,0.140156,0.0555418,0.0289364,0.105399,0.669967
15326.0,0.205178,0.149444,0.23435,0.036486,0.374542
15327.0,0.100923,0.16723,0.242926,0.0397483,0.449172
15328.0,0.0281214,0.518765,0.0383225,0.0174979,0.397293
15329.0,0.440782,0.127413,0.249715,0.0381414,0.143949
15330.0,0.00953111,0.761814,0.0366939,0.176082,0.0158786
15331.0,0.168301,0.210466,0.331904,0.146371,0.142959
15332.0,0.0718837,0.435644,0.127031,0.0123039,0.353137
15333.0,7.53662e-05,0.16411,0.0368282,0.502536,0.296451
15334.0,0.199204,0.253665,0.164127,0.158767,0.224237
15335.0,0.0423365,0.168484,0.229146,0.212165,0.347868
15336.0,0.388815,0.0773497,0.13953,0.240963,0.153342
15337.0,0.265578,0.142854,0.00853042,0.273426,0.309612
15338.0,0.0501027,0.332579,0.383261,0.111677,0.12238
15339.0,0.274114,0.202103,0.163789,0.0461138,0.31388
15340.0,0.692931,0.157917,0.0671179,0.0795905,0.00244389
15341.0,0.150975,0.0535884,0.282049,0.298104,0.215283
15342.0,0.100214,0.134918,0.279355,0.210313,0.275199
15343.0,0.437024,0.0999253,0.0479281,0.238678,0.176445
15344.0,0.490857,0.0182992,0.189803,0.0684041,0.232637
15345.0,0.158243,0.0986955,0.0235687,0.59146,0.128032
15346.0,0.0323084,0.219644,0.693523,0.0249794,0.029545
15347.0,0.227902,0.205937,0.204529,0.0928666,0.268766
15348.0,0.320286,0.0962611,0.190977,0.390278,0.00219804
15349.0,0.0958565,0.283867,0.0803079,0.261057,0.278911
15350.0,0.167869,0.0552133,0.117616,0.469612,0.18969
15351.0,0.114793,0.0120003,0.0459805,0.356339,0.470887
15352.0,0.288472,0.070725,0.48007,0.0346556,0.126078
15353.0,0.226744,0.179939,0.100029,0.312423,0.180865
15354.0,0.434637,0.122966,0.0723575,0.0654144,0.304624
15355.0,0.0633226,0.29257,0.161127,0.0365983,0.446382
15356.0,0.262834,0.0686512,0.0122799,0.282223,0.374012
15357.0,0.0977364,0.58883,0.00830875,0.285989,0.0191359
15358.0,0.113771,0.219678,0.207083,0.295781,0.163687
15359.0,0.500893,0.0243222,0.1175,0.183737,0.173547
15360.0,0.0877877,0.0139142,0.19437,0.250177,0.453751
15361.0,0.116418,0.383058,0.137865,0.173487,0.189172
15362.0,0.0486929,0.338642,0.488383,0.0707109,0.0535708
15363.0,0.109023,0.548328,0.118096,0.116445,0.108108
15364.0,0.413123,0.101281,0.188514,0.0830003,0.214082
15365.0,0.0787144,0.0159457,0.310636,0.077651,0.517053
15366.0,0.127913,0.472071,0.14889,0.231766,0.0193598
15367.0,0.775481,0.0916107,0.0499886,0.0193611,0.0635583
15368.0,0.347013,0.247233,0.227528,0.108599,0.0696269
15369.0,0.0862891,0.0800596,0.199836,0.31114,0.322676
15370.0,0.0142628,0.573161,0.0343284,0.317738,0.0605103
15371.0,0.48156,0.121848,0.248827,0.142991,0.00477313
15372.0,0.408926,0.266302,0.276686,0.00862284,0.0394629
15373.0,0.435395,0.280443,0.0160888,0.256548,0.0115249
15374.0,0.0497779,0.139768,0.134121,0.41948,0.256853
15375.0,0.131915,0.0102412,0.231976,0.404014,0.221853
15376.0,0.107428,0.0296214,0.210162,0.193851,0.458938
15377.0,0.224546,0.124413,0.0286643,0.215173,0.407205
15378.0,0.440983,0.267122,0.132659,0.0527435,0.106492
15379.0,0.350639,0.396836,0.0226247,0.136179,0.0937208
15380.0,0.174287,0.422668,0.276913,0.0769033,0.0492286
15381.0,0.47113,0.0782151,0.142665,0.0775521,0.230437
15382.0,0.224795,0.0535714,0.361076,0.0745315,0.286026
15383.0,0.186415,0.0292946,0.588195,0.0516735,0.144422
15384.0,0.187516,0.0312961,0.0257059,0.43054,0.324942
15385.0,0.327614,0.150792,0.178956,0.0734907,0.269147
15386.0,0.0588191,0.0304108,0.354274,0.32425,0.232246
15387.0,0.0518832,0.115929,0.334022,0.170299,0.327867
15388.0,0.0206143,0.240394,0.150426,0.194956,0.39361
15389.0,0.393179,0.0896927,0.0250956,0.00319486,0.488838
15390.0,0.0266454,0.150346,0.505537,0.306883,0.0105881
15391.0,0.272829,0.125779,0.0558306,0.473552,0.0720086
15392.0,0.308794,0.154106,0.300153,0.127178,0.109768
15393.0,0.187305,0.166392,0.00912647,0.116967,0.520209
15394.0,0.545969,0.0818311,0.148771,0.0536131,0.169816
15395.0,0.23832,0.499854,0.143662,0.0170427,0.101121
15396.0,0.0537039,0.678215,0.0905565,0.12349,0.0540348
15397.0,0.0538819,0.562097,0.134464,0.0217621,0.227795
15398.0,0.0689607,0.410958,0.233435,0.220596,0.0660511
15399.0,0.232619,0.0421617,0.301362,0.0280118,0.395846
15400.0,0.20443,0.118263,0.156554,0.303802,0.216951
15401.0,0.149721,0.33321,0.138261,0.0763599,0.302448
15402.0,0.0628869,0.00163061,0.214242,0.375472,0.345769
15403.0,0.291568,0.197036,0.178415,0.15527,0.177711
15404.0,0.0890242,0.375148,0.321714,0.160931,0.0531824
15405.0,0.472009,0.0670398,0.0581665,0.00711042,0.395674
15406.0,0.032232,0.407173,0.22662,0.3065,0.0274749
15407.0,0.520348,0.263421,0.0827288,0.106723,0.0267791
15408.0,0.0200276,0.0557116,0.292161,0.14438,0.487719
15409.0,0.287163,0.46076,0.0918992,0.0426694,0.117509
15410.0,0.159447,0.731996,0.0721894,0.00109072,0.0352767
15411.0,0.317992,0.118903,0.319188,0.0328925,0.211024
15412.0,0.0974629,0.0926646,0.535909,0.044404,0.229559
15413.0,0.0379847,0.104645,0.437141,0.167665,0.252564
15414.0,0.168636,0.167879,0.353805,0.0891531,0.220528
15415.0,0.0781837,0.241986,0.11105,0.176065,0.392715
15416.0,0.0662888,0.0176679,0.395922,0.304217,0.215905
15417.0,0.216696,0.137333,0.0413538,0.390828,0.21379
15418.0,0.122252,0.0641817,0.219509,0.238675,0.355382
15419.0,0.230282,0.140528,0.102024,0.472924,0.0542425
15420.0,0.161835,0.00248105,0.543469,0.149321,0.142894
15421.0,0.372363,0.284395,0.016357,0.135281,0.191603
15422.0,0.267179,0.265147,0.0932754,0.0448499,0.329548
15423.0,0.265802,0.321944,0.20249,0.146785,0.0629799
15424.0,0.024544,0.122154,0.413419,0.121337,0.318547
15425.0,0.017085,0.48686,0.145691,0.27066,0.0797038
15426.0,0.122776,0.0443491,0.72956,0.0904218,0.0128929
15427.0,0.109808,0.540733,0.304646,0.0259905,0.0188217
15428.0,0.139381,0.0326873,0.268029,0.120344,0.439559
15429.0,0.21718,0.387541,0.0824467,0.0437626,0.26907
15430.0,0.208278,0.149192,0.0454786,0.0607156,0.536336
15431.0,0.0978281,0.0564027,0.067584,0.546978,0.231208
15432.0,0.114951,0.229236,0.153922,0.184866,0.317026
15433.0,0.250419,0.172531,0.101488,0.403036,0.0725248
15434.0,0.421808,0.0519692,0.0238071,0.408751,0.0936646
15435.0,0.0966713,0.254834,0.130997,0.222482,0.295015
15436.0,0.239445,0.136215,0.140801,0.286592,0.196947
15437.0,0.486851,0.111427,0.163412,0.169292,0.0690183
15438.0,0.227778,0.0150715,0.0194572,0.0401882,0.697505
15439.0,0.066109,0.0245021,0.0211147,0.703217,0.185057
15440.0,0.171294,0.076811,0.305436,0.0895555,0.356903
15441.0,0.14081,0.249144,0.246346,0.12108,0.24262
15442.0,0.0510889,0.213244,0.0386511,0.0421591,0.654857
15443.0,0.122596,0.0667378,0.106703,0.587205,0.116759
15444.0,0.224284,0.0870767,0.361445,0.0809722,0.246222
15445.0,0.645651,0.0516135,0.0951144,0.0646329,0.142988
15446.0,0.69223,0.125056,0.0660746,0.0824637,0.0341763
15447.0,0.331644,0.102653,0.129467,0.350663,0.0855725
15448.0,0.0468847,0.35552,0.264143,0.141562,0.19189
15449.0,0.0665425,0.00754196,0.556329,0.023574,0.346012
15450.0,0.438409,0.115407,0.0451379,0.0392586,0.361787
15451.0,0.560701,0.0385524,0.00639014,0.253016,0.14134
15452.0,0.324275,0.227239,0.140799,0.268799,0.0388884
15453.0,0.122551,0.00838697,0.312785,0.145126,0.411152
15454.0,0.220015,0.0904188,0.496977,0.0136253,0.178964
15455.0,0.0528162,0.00386766,0.481864,0.119542,0.34191
15456.0,0.0582132,0.304693,0.358248,0.065389,0.213457
15457.0,0.212053,0.0745024,0.318802,0.28777,0.106871
15458.0,0.370683,0.319069,0.11835,0.0700357,0.121862
15459.0,0.161955,0.0885699,0.00259273,0.0195173,0.727365
15460.0,0.248228,0.00877291,0.0696805,0.517165,0.156154
15461.0,0.241953,0.443188,0.0521804,0.156054,0.106625
15462.0,0.0843225,0.532449,0.0907198,0.1715,0.121009
15463.0,0.139074,0.330872,0.0970309,0.374003,0.0590206
15464.0,0.0659084,0.0447137,0.560848,0.23931,0.0892206
15465.0,0.436887,0.306615,0.0278164,0.141018,0.087663
15466.0,0.323698,0.0290479,0.0867176,0.319416,0.241121
15467.0,0.361844,0.0182299,0.141902,0.322348,0.155676
15468.0,0.540111,0.130462,0.173391,0.0730375,0.0829992
15469.0,0.292144,0.100381,0.0757805,0.101846,0.429849
15470.0,0.0976572,0.00903567,0.501272,0.220288,0.171747
15471.0,0.0945539,0.0266361,0.0653357,0.386129,0.427345
15472.0,0.301706,0.327067,0.240808,0.12634,0.00407889
15473.0,0.461939,0.0536348,0.0878908,0.317299,0.0792364
15474.0,0.133833,0.533026,0.175241,0.0631598,0.0947409
15475.0,0.20736,0.244207,0.406861,0.0348565,0.106715
15476.0,0.126698,0.179909,0.357494,0.326705,0.00919458
15477.0,0.103623,0.143769,0.33139,0.0765629,0.344654
15478.0,0.0155399,0.370839,0.0586928,0.511089,0.0438392
15479.0,0.0198146,0.382381,0.245018,0.193064,0.159722
15480.0,0.302437,0.0951703,0.0534991,0.48442,0.0644729
15481.0,0.154519,0.0660122,0.0516011,0.0906255,0.637242
15482.0,0.174176,0.431336,0.0736309,0.0863449,0.234512
15483.0,0.0936494,0.0806806,0.104735,0.429366,0.29157
15484.0,0.457093,0.167144,0.0323912,0.0998085,0.243563
15485.0,0.439033,0.128081,0.343544,0.053254,0.0360885
15486.0,0.21971,0.48464,0.19293,0.0712249,0.0314951
15487.0,0.30017,0.174708,0.355003,0.106995,0.0631243
15488.0,0.303072,0.13062,0.162133,0.267025,0.137151
15489.0,0.00683674,0.00597617,0.568693,0.314128,0.104366
15490.0,0.526311,0.0321302,0.236334,0.0615271,0.143698
15491.0,0.420153,0.0555008,0.0199393,0.0415166,0.46289
15492.0,0.0123113,0.294706,0.363471,0.167028,0.162483
15493.0,0.266683,0.0135118,0.0345688,0.277977,0.407259
15494.0,0.0468039,0.0113804,0.27787,0.11289,0.551056
15495.0,0.159473,0.0105987,0.00572628,0.262133,0.562069
15496.0,0.434254,0.0290832,0.440379,0.0499616,0.0463217
15497.0,0.0671758,0.0905428,0.309843,0.227493,0.304946
15498.0,0.304034,0.157845,0.3202,0.206302,0.0116196
15499.0,0.239365,0.436361,0.162741,0.0576359,0.103897
15500.0,0.375181,0.302683,0.075971,0.183168,0.0629974
15501.0,0.0540763,0.181763,0.188906,0.029695,0.54556
15502.0,0.136809,0.0239011,0.0120222,0.7202,0.107068
15503.0,0.148053,0.0657893,0.299752,0.427131,0.0592742
15504.0,0.291099,0.0101648,0.371295,0.272469,0.0549726
15505.0,0.0294725,0.459779,0.127608,0.220892,0.162248
15506.0,0.197389,0.186477,0.175842,0.137927,0.302365
15507.0,0.405416,0.0361298,0.35979,0.132891,0.0657737
15508.0,0.187371,0.084437,0.389223,0.181667,0.157302
15509.0,0.0825475,0.534439,0.338323,0.00181571,0.0428747
15510.0,0.0435771,0.167448,0.0924682,0.104337,0.59217
15511.0,0.263563,0.154227,0.212168,0.192812,0.17723
15512.0,0.230981,0.0593594,0.0881328,0.231883,0.389643
15513.0,0.0410666,0.0937705,0.229186,0.115573,0.520404
15514.0,0.00386825,0.0182766,0.428003,0.0932077,0.456644
15515.0,0.165686,0.203176,0.326159,0.197232,0.107746
15516.0,0.0674929,0.583134,0.142659,0.0988222,0.107893
15517.0,0.562963,0.0738393,0.0475023,0.0391103,0.276586
15518.0,0.283727,0.0384925,0.331331,0.00325511,0.343194
15519.0,0.0547902,0.275943,0.29519,0.258626,0.11545
15520.0,0.0173994,0.23941,0.193559,0.0601501,0.489482
15521.0,0.295038,0.512417,0.0552237,0.0323636,0.104957
15522.0,0.141564,0.390291,0.120453,0.140804,0.206888
15523.0,0.618688,0.0325685,0.130287,0.05427,0.164187
15524.0,0.0317314,0.415911,0.139497,0.193524,0.219337
15525.0,0.0477783,0.0332335,0.0588446,0.278858,0.581286
15526.0,0.16096,0.603357,0.0598334,0.0145291,0.16132
15527.0,0.455382,0.179521,0.208678,0.136009,0.0204103
15528.0,0.131014,0.537431,0.116575,0.195657,0.0193234
15529.0,0.023733,0.339769,0.245861,0.260428,0.130209
15530.0,0.00196491,0.0257554,0.0557918,0.81788,0.0986083
15531.0,0.0941281,0.0154219,0.17848,0.0793176,0.632653
15532.0,0.211227,0.106841,0.0920387,0.0266187,0.563274
15533.0,0.381795,0.0513039,0.241872,0.145705,0.179324
15534.0,0.0411072,0.0194863,0.572214,0.0452065,0.321986
15535.0,0.108788,0.500064,0.0889229,0.0362198,0.266005
15536.0,0.0915398,0.162206,0.0771331,0.0773867,0.591735
15537.0,0.207156,0.0354807,0.341188,0.0497628,0.366412
15538.0,0.0503116,0.14921,0.0799527,0.370821,0.349704
15539.0,0.368553,0.0884298,0.122476,0.226348,0.194194
15540.0,0.212607,0.0719394,0.133972,0.443778,0.137704
15541.0,0.731447,0.0501817,0.0572151,0.010446,0.150711
15542.0,0.158802,0.039568,0.294493,0.132257,0.37488
15543.0,0.0422231,0.354359,0.085981,0.0834801,0.433957
15544.0,0.13229,0.190716,0.0715084,0.160179,0.445306
15545.0,0.514962,0.215768,0.223494,0.00935963,0.0364155
15546.0,0.13646,0.199633,0.347015,0.104521,0.212372
15547.0,0.227944,0.100824,0.105534,0.0522863,0.513411
15548.0,0.0781063,0.620838,0.180319,0.0592225,0.0615141
15549.0,0.0529079,0.096037,0.388308,0.135752,0.326995
15550.0,0.155823,0.0115338,0.335255,0.0694814,0.427907
15551.0,0.425789,0.135531,0.0187506,0.344033,0.075896
15552.0,0.0730164,0.380972,0.0377397,0.276968,0.231304
15553.0,0.246896,0.267978,0.170871,0.23679,0.0774646
15554.0,0.172685,0.711429,0.0108529,0.0701643,0.0348694
15555.0,0.00792254,0.137381,0.248448,0.1879,0.418348
15556.0,0.460622,0.14714,0.211875,0.0134504,0.166913
15557.0,0.0335897,0.160048,0.257908,0.0057448,0.542709
15558.0,0.161676,0.13621,0.283552,0.0433961,0.375166
15559.0,0.389501,0.0157604,0.433966,0.0981682,0.062604
15560.0,0.133453,0.134689,0.230566,0.356998,0.144294
15561.0,0.237157,0.263511,0.108083,0.283777,0.107473
15562.0,0.0667968,0.367875,0.0470686,0.0183565,0.499903
15563.0,0.389283,0.187306,0.104614,0.186989,0.131808
15564.0,0.106677,0.371989,0.082372,0.302989,0.135973
15565.0,0.0666934,0.0710299,0.142635,0.274814,0.444828
15566.0,0.0584384,0.317159,0.455048,0.0129118,0.156443
15567.0,0.406801,0.0194678,0.455496,0.103743,0.0144917
15568.0,0.0812826,0.00454305,0.00832714,0.68526,0.220587
15569.0,0.558679,0.189858,0.0158814,0.163466,0.0721148
15570.0,0.0914903,0.45854,0.266095,0.0405397,0.143335
15571.0,0.680565,0.273099,0.00804712,0.0217316,0.0165577
15572.0,0.204232,0.34969,0.00991662,0.220978,0.215183
15573.0,0.0758546,0.407534,0.0560205,0.17414,0.28645
15574.0,0.184075,0.273018,0.0451489,0.119281,0.378477
15575.0,0.0182639,0.491941,0.198933,0.226295,0.0645676
15576.0,0.0831718,0.447796,0.0641713,0.331093,0.0737678
15577.0,0.342335,0.274667,0.220857,0.0583792,0.103762
15578.0,0.161276,0.202004,0.0883201,0.479095,0.0693054
15579.0,0.0904235,0.275532,0.0501333,0.162259,0.421652
15580.0,0.264703,0.157705,0.0886266,0.26989,0.219074
15581.0,0.327785,0.19106,0.0511262,0.365824,0.0642051
15582.0,0.52226,0.369969,0.0345787,0.0413364,0.0318557
15583.0,0.077909,0.387139,0.103558,0.117983,0.31341
15584.0,0.316251,0.113566,0.0201177,0.487704,0.0623618
15585.0,0.213445,0.252361,0.331569,0.184569,0.0180562
15586.0,0.201621,0.0050591,0.00391538,0.126454,0.662951
15587.0,0.151299,0.16324,0.407576,0.0524685,0.225416
15588.0,0.199405,0.0497581,0.0821657,0.532003,0.136669
15589.0,0.0811939,0.0574631,0.375043,0.0964407,0.38986
15590.0,0.100611,0.283902,0.137618,0.0157185,0.462151
15591.0,0.208312,0.578766,0.118567,0.0782244,0.0161296
15592.0,0.0090353,0.210111,0.0994352,0.180015,0.501403
15593.0,0.0843981,0.115523,0.077668,0.586455,0.135956
15594.0,0.156483,0.333868,0.0650526,0.33939,0.105207
15595.0,0.118061,0.386953,0.0243646,0.0785424,0.392079
15596.0,0.23958,0.0569748,0.0210692,0.107447,0.57493
15597.0,0.277827,0.0448975,0.0729791,0.14016,0.464136
15598.0,0.0708532,0.582423,0.117356,0.0428496,0.186518
15599.0,0.304718,0.30844,0.152249,0.135215,0.0993778
15600.0,0.1808,0.415656,0.0501165,0.0765302,0.276897
15601.0,0.239088,0.193191,0.169995,0.160692,0.237034
15602.0,0.426778,0.0912778,0.0726485,0.0758292,0.333466
15603.0,0.116974,0.157048,0.231872,0.0013973,0.492709
15604.0,0.0267048,0.597034,0.0143309,0.311449,0.050482
15605.0,0.0435597,0.32812,0.218602,0.0811555,0.328563
15606.0,0.192131,0.260462,0.0517776,0.198843,0.296786
15607.0,0.111225,0.476459,0.0475132,0.333722,0.0310803
15608.0,0.197007,0.3229,0.0302697,0.42018,0.0296433
15609.0,0.581903,0.108513,0.0914375,0.0590841,0.159063
15610.0,0.299658,0.0434633,0.335629,0.0710892,0.25016
15611.0,0.0605454,0.02453,0.47233,0.31352,0.129075
15612.0,0.0416269,0.179884,0.31606,0.154983,0.307446
15613.0,0.299165,0.200489,0.00713417,0.370869,0.122343
15614.0,0.161135,0.133336,0.332997,0.301148,0.071385
15615.0,0.552196,0.0186714,0.334922,0.0144687,0.0797421
15616.0,0.0382134,0.118104,0.0831928,0.224682,0.535808
15617.0,0.121306,0.0431069,0.0224192,0.699062,0.114106
15618.0,0.104452,0.597955,0.0600297,0.0656208,0.171943
15619.0,0.00890416,0.2734,0.13208,0.279134,0.306482
15620.0,0.1487,0.119425,0.257119,0.0852363,0.38952
15621.0,0.216127,0.39859,0.124902,0.214243,0.0461378
15622.0,0.668296,0.0934263,0.136852,0.055791,0.0456343
15623.0,0.00913999,0.00901748,0.0334809,0.838027,0.110334
15624.0,0.376108,0.13489,0.0304424,0.315951,0.142608
15625.0,0.304469,0.155595,0.0893183,0.351715,0.0989024
15626.0,0.0938764,0.145073,0.29606,0.128399,0.336591
15627.0,0.76799,0.0658289,0.00924512,0.0314174,0.125519
15628.0,0.399611,0.26227,0.184343,0.0296636,0.124112
15629.0,0.013813,0.101462,0.349296,0.0880466,0.447382
15630.0,0.339515,0.375222,0.246978,0.0172895,0.0209956
15631.0,0.019086,0.126734,0.44733,0.0991702,0.307679
15632.0,0.000865892,0.131095,0.254066,0.111974,0.501998
15633.0,0.250854,0.0148582,0.119915,0.168495,0.445878
15634.0,0.182019,0.0873482,0.181139,0.485073,0.0644207
15635.0,0.0264571,0.00300023,0.355486,0.491649,0.123408
15636.0,0.0644781,0.447458,0.0860001,0.269119,0.132944
15637.0,0.0858382,0.0035161,0.292656,0.0250157,0.592974
15638.0,0.056927,0.501263,0.274313,0.0201897,0.147307
15639.0,0.0329,0.355789,0.399772,0.122753,0.0887862
15640.0,0.0898525,0.092686,0.00928676,0.753519,0.0546554
15641.0,0.305099,0.0950106,0.516365,0.0543611,0.0291638
15642.0,0.30969,0.0739298,0.155211,0.298386,0.162783
15643.0,0.154338,0.199697,0.25661,0.201745,0.18761
15644.0,0.123599,0.080384,0.145459,0.296317,0.354241
15645.0,0.365608,0.0954925,0.273503,0.239368,0.0260291
15646.0,0.452581,0.0389736,0.378574,0.0490278,0.0808437
15647.0,0.443056,0.357021,0.0678314,0.0263052,0.105786
15648.0,0.170332,0.326324,0.393288,0.0487396,0.0613168
15649.0,0.00412019,0.145611,0.0949456,0.438909,0.316413
15650.0,0.215335,0.0596647,0.410807,0.0196623,0.294531
15651.0,0.14366,0.20375,0.156426,0.352678,0.143486
15652.0,0.254369,0.292665,0.033597,0.363576,0.055793
15653.0,0.105521,0.325855,0.426108,0.0314839,0.111032
15654.0,0.44372,0.297669,0.0692695,0.110733,0.0786095
15655.0,0.111841,0.0257318,0.447562,0.387188,0.0276776
15656.0,0.0513491,0.027371,0.0704998,0.146326,0.704454
15657.0,0.0399531,0.0442168,0.214247,0.383835,0.317748
15658.0,0.0177974,0.0629407,0.331368,0.29864,0.289254
15659.0,0.127714,0.076916,0.494692,0.0474428,0.253235
15660.0,0.106781,0.316621,0.0658161,0.0787563,0.432026
15661.0,0.457657,0.240841,0.190928,0.00919431,0.10138
15662.0,0.245413,0.10881,0.0384408,0.456486,0.150851
15663.0,0.231962,0.261703,0.0575384,0.278991,0.169806
15664.0,0.244562,0.0356356,0.045612,0.423924,0.250267
15665.0,0.0186307,0.0394849,0.191627,0.0401654,0.710092
15666.0,0.262576,0.0663378,0.363189,0.268339,0.0395581
15667.0,0.192783,0.134575,0.371629,0.0755394,0.225473
15668.0,0.179961,0.692747,0.0203805,0.0951109,0.0117999
15669.0,0.276825,0.330077,0.293296,0.0815145,0.0182881
15670.0,0.159663,0.477266,0.106232,0.242921,0.0139172
15671.0,0.0977765,0.0467482,0.562268,0.276248,0.0169591
15672.0,0.248556,0.0906113,0.390187,0.124657,0.145989
15673.0,0.198903,0.0158887,0.567334,0.0287718,0.189102
15674.0,0.155231,0.101997,0.340582,0.0958184,0.306372
15675.0,0.0261564,0.427652,0.295956,0.0423333,0.207902
15676.0,0.132544,0.209288,0.170251,0.242097,0.245821
15677.0,0.174186,0.0427724,0.027797,0.736614,0.0186307
15678.0,0.089922,0.489118,0.0473133,0.124349,0.249297
15679.0,0.0467872,0.149469,0.0819816,0.656147,0.0656155
15680.0,0.186432,0.685299,0.0976381,0.00471157,0.0259198
15681.0,0.187808,0.412259,0.00210187,0.134724,0.263107
15682.0,0.456481,0.168711,0.0675054,0.300126,0.00717666
15683.0,0.420925,0.196176,0.183637,0.0707735,0.128489
15684.0,0.46186,0.0963359,0.100803,0.269376,0.0716259
15685.0,0.113456,0.140426,0.158334,0.172416,0.415367
15686.0,0.29282,0.122829,0.272984,0.0713272,0.24004
15687.0,0.159911,0.0526896,0.227244,0.00807033,0.552085
15688.0,0.0491057,0.23566,0.304068,0.374143,0.0370232
15689.0,0.130612,0.0169422,0.13455,0.290633,0.427263
15690.0,0.440127,0.239054,0.102333,0.0395678,0.178918
15691.0,0.0225835,0.321857,0.402416,0.169418,0.083726
15692.0,0.0434471,0.206725,0.536349,0.105662,0.107817
15693.0,0.135791,0.0942167,0.311894,0.0357618,0.422336
15694.0,0.110875,0.207675,0.417327,0.230918,0.0332046
15695.0,0.100008,0.267887,0.0794322,0.0115466,0.541126
15696.0,0.251002,0.0593728,0.232892,0.378905,0.0778277
15697.0,0.529249,0.220752,0.208031,0.00871366,0.0332553
15698.0,0.0135107,0.241393,0.229558,0.266429,0.249109
15699.0,0.018231,0.162359,0.538548,0.0451912,0.235671
15700.0,0.32618,0.338404,0.022618,0.146902,0.165897
15701.0,0.0991311,0.251464,0.0375258,0.0203402,0.591539
15702.0,0.0158264,0.0961567,0.0942247,0.610844,0.182949
15703.0,0.12542,0.080198,0.044451,0.49722,0.252711
15704.0,0.120869,0.125592,0.15877,0.0793546,0.515414
15705.0,0.463788,0.245751,0.150763,0.0230466,0.116652
15706.0,0.031543,0.775058,0.0800081,0.0562444,0.0571468
15707.0,0.439165,0.26009,0.134614,0.108199,0.0579323
15708.0,0.325501,0.504997,0.0349964,0.117533,0.016973
15709.0,0.075919,0.0516522,0.446852,0.100484,0.325092
15710.0,0.418263,0.247036,0.0264926,0.181593,0.126615
15711.0,0.0483622,0.227115,0.338057,0.266824,0.119643
15712.0,0.185423,0.11076,0.0961305,0.229193,0.378495
15713.0,0.132149,0.298096,0.0086656,0.0702078,0.490881
15714.0,0.275388,0.113443,0.0226086,0.575865,0.0126958
15715.0,0.100937,0.105381,0.366012,0.339728,0.0879421
15716.0,0.322768,0.0340843,0.147508,0.177393,0.318247
15717.0,0.184903,0.440989,0.265545,0.06757,0.0409925
15718.0,0.233289,0.0883702,0.0141532,0.47575,0.188437
15719.0,0.246642,0.129379,0.294571,0.113002,0.216406
15720.0,0.0463614,0.0375486,0.0356357,0.428749,0.451706
15721.0,0.120105,0.00789462,0.362406,0.209849,0.299746
15722.0,0.411548,0.16423,0.0406658,0.144647,0.238909
15723.0,0.241054,0.534892,0.0702512,0.044774,0.109029
15724.0,0.0658695,0.167492,0.368991,0.0661152,0.331532
15725.0,0.468797,0.202665,0.0723202,0.201582,0.0546359
15726.0,0.229599,0.359419,0.142059,0.0177536,0.25117
15727.0,0.24296,0.129176,0.03342,0.590206,0.00423761
15728.0,0.174462,0.567427,0.122406,0.0368337,0.0988714
15729.0,0.0385583,0.373062,0.27971,0.257494,0.0511758
15730.0,0.156745,0.00134508,0.195058,0.545313,0.101539
15731.0,0.0739105,0.177841,0.307904,0.426332,0.0140122
15732.0,0.0209901,0.054479,0.0597993,0.600447,0.264284
15733.0,0.705607,0.0243562,0.0294979,0.109928,0.130612
15734.0,0.147129,0.0617614,0.576268,0.195621,0.0192203
15735.0,0.524189,0.191703,0.173382,0.0511585,0.0595671
15736.0,0.372722,0.289678,0.0602114,0.0603309,0.217057
15737.0,0.239069,0.0585098,0.377072,0.206655,0.118694
15738.0,0.106883,0.0948137,0.483416,0.217101,0.097786
15739.0,0.113684,0.808361,0.0435576,0.0169289,0.0174681
15740.0,0.0808386,0.0723556,0.497055,0.166085,0.183666
15741.0,0.198577,0.150472,0.189748,0.309044,0.152161
15742.0,0.0189081,0.174831,0.202607,0.479782,0.123872
15743.0,0.0475555,0.375669,0.333055,0.139937,0.103783
15744.0,0.421707,0.0200761,0.0593809,0.450972,0.0478635
15745.0,0.125405,0.0723973,0.557948,0.191335,0.052915
15746.0,0.0187325,0.0384297,0.156459,0.762847,0.0235314
15747.0,0.0916942,0.491317,0.103278,0.304135,0.00957635
15748.0,0.411882,0.125282,0.276844,0.0346579,0.151335
15749.0,0.224947,0.124892,0.417035,0.140467,0.0926583
15750.0,0.269075,0.0349835,0.160226,0.260414,0.275301
15751.0,0.347097,0.244681,0.0304319,0.0674632,0.310327
15752.0,0.475127,0.221614,0.0760366,0.00339804,0.223824
15753.0,0.537996,0.054386,0.00231116,0.177534,0.227772
15754.0,0.0999795,0.177165,0.162856,0.0747909,0.485209
15755.0,0.0993854,0.215887,0.0545906,0.0441187,0.586019
15756.0,0.232062,0.183664,0.0731531,0.109495,0.401626
15757.0,0.686264,0.0235948,0.122898,0.038665,0.128579
15758.0,0.198005,0.28081,0.026891,0.24851,0.245784
15759.0,0.125485,0.369929,0.178516,0.0484933,0.277577
15760.0,0.0306259,0.197539,0.0410508,0.664276,0.0665079
15761.0,0.401887,0.260357,0.295759,0.000954982,0.0410425
